file_name,class_id,class_name,x1,y1,x2,y2,label
00065.jpg,7,Aston Martin V8 Vantage Convertible 2012,63,175,417,320,visitor
00066.jpg,16,Audi 100 Sedan 1994,30,39,221,125,resident
00067.jpg,110,Ford Ranger SuperCab 2011,129,89,594,432,first-time visitor
00068.jpg,121,GMC Canyon Extended Cab 2012,32,43,598,350,first-time visitor
00069.jpg,4,Acura TSX Sedan 2012,142,124,675,445,resident
00070.jpg,28,BMW 3 Series Sedan 2012,220,313,1054,976,resident
00071.jpg,125,Honda Odyssey Minivan 2012,8,12,639,299,delivery
00072.jpg,93,Dodge Durango SUV 2012,92,271,1178,749,delivery
00073.jpg,105,Ford F-450 Super Duty Crew Cab 2012,15,12,314,230,first-time visitor
00074.jpg,105,Ford F-450 Super Duty Crew Cab 2012,14,12,309,223,first-time visitor
00075.jpg,187,Toyota Corolla Sedan 2012,45,74,522,253,resident
00076.jpg,58,Chevrolet Camaro Convertible 2012,12,27,284,166,visitor
00077.jpg,109,Ford Edge SUV 2012,25,25,3502,2017,delivery
00078.jpg,42,Bentley Continental GT Coupe 2007,36,88,611,417,resident
00079.jpg,132,Hyundai Veracruz SUV 2012,165,126,749,425,delivery
00080.jpg,110,Ford Ranger SuperCab 2011,20,21,292,217,first-time visitor
00081.jpg,7,Aston Martin V8 Vantage Convertible 2012,10,55,540,271,visitor
00082.jpg,191,Volkswagen Beetle Hatchback 2012,63,113,597,413,frequent visitor
00083.jpg,17,Audi 100 Wagon 1994,55,48,294,205,frequent visitor
00084.jpg,115,Ford E-Series Wagon Van 2012,27,67,620,474,frequent visitor
00085.jpg,48,Buick Verano Sedan 2012,15,80,629,402,resident
00086.jpg,144,Jeep Patriot SUV 2012,119,300,1416,871,delivery
00087.jpg,48,Buick Verano Sedan 2012,17,36,455,215,resident
00088.jpg,169,Nissan Juke Hatchback 2012,171,176,2373,1751,frequent visitor
00089.jpg,19,Audi S6 Sedan 2011,49,195,1003,617,resident
00090.jpg,113,Ford F-150 Regular Cab 2007,5,43,296,211,first-time visitor
00091.jpg,164,Mercedes-Benz S-Class Sedan 2012,49,57,494,419,resident
00092.jpg,137,Hyundai Sonata Sedan 2012,101,84,492,272,resident
00093.jpg,174,Rolls-Royce Phantom Drophead Coupe Convertible 2012,23,53,258,144,resident
00094.jpg,111,Ford GT Coupe 2006,19,60,783,440,resident
00095.jpg,121,GMC Canyon Extended Cab 2012,110,171,1213,648,first-time visitor
00096.jpg,103,Ferrari 458 Italia Coupe 2012,39,67,346,206,resident
00097.jpg,56,Chevrolet Corvette Ron Fellows Edition Z06 2007,3,7,76,50,other
00098.jpg,50,Cadillac CTS-V Sedan 2012,65,37,578,360,resident
00099.jpg,36,BMW X3 SUV 2012,27,60,486,364,delivery
00100.jpg,70,Chevrolet Express Van 2007,22,180,454,355,other
00101.jpg,192,Volvo C30 Hatchback 2012,70,39,940,742,frequent visitor
00102.jpg,104,Fisker Karma Sedan 2012,99,130,396,222,resident
00103.jpg,60,Chevrolet Impala Sedan 2007,85,107,609,381,resident
00104.jpg,73,Chevrolet Silverado 1500 Extended Cab 2012,1,76,480,315,first-time visitor
00105.jpg,132,Hyundai Veracruz SUV 2012,57,266,967,623,delivery
00106.jpg,161,Mercedes-Benz C-Class Sedan 2012,69,75,236,161,resident
00107.jpg,130,Hyundai Santa Fe SUV 2012,24,17,249,163,delivery
00108.jpg,87,Dodge Sprinter Cargo Van 2009,7,27,212,147,other
00109.jpg,120,GMC Acadia SUV 2012,18,14,248,168,delivery
00110.jpg,179,Spyker C8 Coupe 2009,19,2,591,387,resident
00111.jpg,179,Spyker C8 Coupe 2009,52,6,759,513,resident
00112.jpg,136,Hyundai Genesis Sedan 2012,231,103,430,226,resident
00113.jpg,132,Hyundai Veracruz SUV 2012,91,148,700,582,delivery
00114.jpg,70,Chevrolet Express Van 2007,19,72,624,397,other
00115.jpg,82,Dodge Caliber Wagon 2012,26,90,376,243,frequent visitor
00116.jpg,109,Ford Edge SUV 2012,132,120,667,401,delivery
00117.jpg,41,Bentley Continental GT Coupe 2012,84,44,663,342,resident
00118.jpg,176,Rolls-Royce Phantom Sedan 2012,87,235,591,412,resident
00119.jpg,146,Jeep Liberty SUV 2012,173,370,1207,960,delivery
00120.jpg,160,Mercedes-Benz 300-Class Convertible 1993,3,19,195,114,visitor
00121.jpg,108,Ford Expedition EL SUV 2009,49,143,487,455,delivery
00122.jpg,27,BMW 1 Series Coupe 2012,72,67,233,176,resident
00123.jpg,143,Jaguar XK XKR 2012,151,568,1954,1271,other
00124.jpg,52,Cadillac Escalade EXT Crew Cab 2007,14,88,271,178,first-time visitor
00125.jpg,28,BMW 3 Series Sedan 2012,135,761,1894,1353,resident
00126.jpg,65,Chevrolet Cobalt SS 2010,44,123,778,487,other
00127.jpg,78,Chrysler 300 SRT-8 2010,69,103,537,322,other
00128.jpg,12,Audi A5 Coupe 2012,86,78,355,284,resident
00129.jpg,135,Hyundai Accent Sedan 2012,50,80,592,273,resident
00130.jpg,142,Isuzu Ascender SUV 2008,95,161,543,368,delivery
00131.jpg,170,Nissan 240SX Coupe 1998,275,195,863,474,resident
00132.jpg,88,Dodge Journey SUV 2012,99,78,557,389,delivery
00133.jpg,134,Hyundai Elantra Sedan 2007,11,126,426,360,resident
00134.jpg,160,Mercedes-Benz 300-Class Convertible 1993,1,2,267,185,visitor
00135.jpg,57,Chevrolet Traverse SUV 2012,19,735,2669,2192,delivery
00136.jpg,121,GMC Canyon Extended Cab 2012,21,35,279,195,first-time visitor
00137.jpg,177,Scion xD Hatchback 2012,45,99,593,403,frequent visitor
00138.jpg,55,Chevrolet Corvette ZR1 2012,130,282,1425,900,other
00139.jpg,183,Suzuki SX4 Sedan 2012,72,215,628,481,resident
00140.jpg,190,Volkswagen Golf Hatchback 1991,62,95,633,434,frequent visitor
00141.jpg,39,Bentley Arnage Sedan 2009,13,106,476,260,resident
00142.jpg,59,Chevrolet HHR SS 2010,78,300,952,633,other
00143.jpg,154,Land Rover LR2 SUV 2012,72,51,566,412,delivery
00144.jpg,70,Chevrolet Express Van 2007,66,59,283,202,other
00145.jpg,139,Hyundai Azera Sedan 2012,135,36,1181,885,resident
00146.jpg,41,Bentley Continental GT Coupe 2012,2,5,298,162,resident
00147.jpg,75,Chrysler Aspen SUV 2009,8,12,770,309,delivery
00148.jpg,186,Toyota Camry Sedan 2012,24,78,608,379,resident
00149.jpg,85,Dodge Ram Pickup 3500 Crew Cab 2010,34,1,242,179,first-time visitor
00150.jpg,7,Aston Martin V8 Vantage Convertible 2012,11,208,596,386,visitor
00151.jpg,4,Acura TSX Sedan 2012,8,37,294,150,resident
00152.jpg,46,Buick Regal GS 2012,23,66,499,311,other
00153.jpg,29,BMW 3 Series Wagon 2012,6,138,627,361,frequent visitor
00154.jpg,17,Audi 100 Wagon 1994,17,105,385,243,frequent visitor
00155.jpg,148,Jeep Compass SUV 2012,76,4,1585,1120,delivery
00156.jpg,173,Ram C/V Cargo Van Minivan 2012,22,21,211,139,delivery
00157.jpg,137,Hyundai Sonata Sedan 2012,32,130,973,661,resident
00158.jpg,178,Spyker C8 Convertible 2009,75,236,1196,846,visitor
00159.jpg,23,Audi S4 Sedan 2007,37,139,988,694,resident
00160.jpg,41,Bentley Continental GT Coupe 2012,114,46,546,287,resident
00161.jpg,72,Chevrolet Malibu Sedan 2007,12,83,629,354,resident
00162.jpg,175,Rolls-Royce Ghost Sedan 2012,38,66,548,385,resident
00163.jpg,0,AM General Hummer SUV 2000,46,84,661,428,delivery
00164.jpg,36,BMW X3 SUV 2012,13,29,239,174,delivery
00165.jpg,35,BMW M6 Convertible 2010,27,65,490,220,visitor
00166.jpg,107,Ford Freestar Minivan 2007,4,69,402,245,delivery
00167.jpg,40,Bentley Mulsanne Sedan 2011,19,27,429,258,resident
00168.jpg,39,Bentley Arnage Sedan 2009,110,96,565,389,resident
00169.jpg,118,GMC Savana Van 2012,2,22,140,81,other
00170.jpg,118,GMC Savana Van 2012,48,71,615,453,other
00171.jpg,18,Audi TT Hatchback 2011,41,42,262,170,frequent visitor
00172.jpg,162,Mercedes-Benz SL-Class Coupe 2009,6,108,493,267,resident
00173.jpg,119,GMC Yukon Hybrid SUV 2012,26,61,508,342,delivery
00174.jpg,53,Chevrolet Silverado 1500 Hybrid Crew Cab 2012,13,29,249,159,first-time visitor
00175.jpg,115,Ford E-Series Wagon Van 2012,69,120,739,502,frequent visitor
00176.jpg,65,Chevrolet Cobalt SS 2010,45,85,1005,558,other
00177.jpg,49,Buick Enclave SUV 2012,98,22,650,302,delivery
00178.jpg,121,GMC Canyon Extended Cab 2012,5,28,285,148,first-time visitor
00179.jpg,154,Land Rover LR2 SUV 2012,42,113,601,439,delivery
00180.jpg,141,Infiniti QX56 SUV 2011,3,40,297,157,delivery
00181.jpg,67,Chevrolet TrailBlazer SS 2009,84,256,913,752,other
00182.jpg,169,Nissan Juke Hatchback 2012,43,226,1001,630,frequent visitor
00183.jpg,160,Mercedes-Benz 300-Class Convertible 1993,2,9,196,125,visitor
00184.jpg,160,Mercedes-Benz 300-Class Convertible 1993,34,51,604,344,visitor
00185.jpg,132,Hyundai Veracruz SUV 2012,24,35,620,438,delivery
00186.jpg,124,HUMMER H2 SUT Crew Cab 2009,6,72,255,178,first-time visitor
00187.jpg,159,McLaren MP4-12C Coupe 2012,4,408,1600,934,resident
00188.jpg,92,Dodge Challenger SRT8 2011,25,162,1241,764,other
00189.jpg,182,Suzuki SX4 Hatchback 2012,18,15,583,421,frequent visitor
00190.jpg,44,Bugatti Veyron 16.4 Convertible 2009,198,416,1271,935,visitor
00191.jpg,142,Isuzu Ascender SUV 2008,129,75,654,422,delivery
00192.jpg,188,Toyota 4Runner SUV 2012,37,24,259,212,delivery
00193.jpg,47,Buick Rainier SUV 2007,82,107,990,723,delivery
00194.jpg,175,Rolls-Royce Ghost Sedan 2012,187,327,1211,769,resident
00195.jpg,76,Chrysler Sebring Convertible 2010,150,339,1313,771,visitor
00196.jpg,189,Volkswagen Golf Hatchback 2012,26,46,266,213,frequent visitor
00197.jpg,109,Ford Edge SUV 2012,47,102,492,371,delivery
00198.jpg,5,Acura Integra Type R 2001,91,121,574,357,other
00199.jpg,190,Volkswagen Golf Hatchback 1991,151,298,1285,835,frequent visitor
00200.jpg,15,Audi V8 Sedan 1994,30,55,301,187,resident
00201.jpg,11,Audi RS 4 Convertible 2008,21,1,386,200,visitor
00202.jpg,89,Dodge Dakota Crew Cab 2010,233,217,1228,807,first-time visitor
00203.jpg,187,Toyota Corolla Sedan 2012,30,167,945,545,resident
00204.jpg,127,Honda Accord Coupe 2012,11,61,284,151,resident
00205.jpg,22,Audi S4 Sedan 2012,29,70,612,356,resident
00206.jpg,10,Aston Martin Virage Coupe 2012,117,222,558,434,resident
00207.jpg,92,Dodge Challenger SRT8 2011,31,119,438,258,other
00208.jpg,7,Aston Martin V8 Vantage Convertible 2012,26,151,360,256,visitor
00209.jpg,62,Chevrolet Sonic Sedan 2012,58,136,973,636,resident
00210.jpg,172,Porsche Panamera Sedan 2012,8,80,639,366,resident
00211.jpg,175,Rolls-Royce Ghost Sedan 2012,11,47,598,365,resident
00212.jpg,71,Chevrolet Monte Carlo Coupe 2007,8,20,254,155,resident
00213.jpg,194,Volvo XC90 SUV 2007,37,62,261,191,delivery
00214.jpg,113,Ford F-150 Regular Cab 2007,70,78,915,640,first-time visitor
00215.jpg,71,Chevrolet Monte Carlo Coupe 2007,38,50,221,138,resident
00216.jpg,118,GMC Savana Van 2012,21,45,133,88,other
00217.jpg,17,Audi 100 Wagon 1994,45,39,594,444,frequent visitor
00218.jpg,76,Chrysler Sebring Convertible 2010,39,94,337,245,visitor
00219.jpg,17,Audi 100 Wagon 1994,89,1,597,316,frequent visitor
00220.jpg,106,Ford Mustang Convertible 2007,16,103,462,347,visitor
00221.jpg,9,Aston Martin Virage Convertible 2012,29,21,477,299,visitor
00222.jpg,195,smart fortwo Convertible 2012,89,58,545,338,visitor
00223.jpg,98,FIAT 500 Abarth 2012,42,115,299,288,other
00224.jpg,87,Dodge Sprinter Cargo Van 2009,19,10,177,134,other
00225.jpg,120,GMC Acadia SUV 2012,20,50,463,313,delivery
00226.jpg,110,Ford Ranger SuperCab 2011,46,15,202,156,first-time visitor
00227.jpg,60,Chevrolet Impala Sedan 2007,36,63,613,397,resident
00228.jpg,140,Infiniti G Coupe IPL 2012,237,156,896,365,resident
00229.jpg,135,Hyundai Accent Sedan 2012,5,46,255,138,resident
00230.jpg,182,Suzuki SX4 Hatchback 2012,223,542,3692,2478,frequent visitor
00231.jpg,105,Ford F-450 Super Duty Crew Cab 2012,73,109,606,374,first-time visitor
00232.jpg,83,Dodge Caliber Wagon 2007,15,110,544,381,frequent visitor
00233.jpg,193,Volvo 240 Sedan 1993,276,124,1495,951,resident
00234.jpg,131,Hyundai Tucson SUV 2012,99,364,1211,954,delivery
00235.jpg,110,Ford Ranger SuperCab 2011,59,63,549,404,first-time visitor
00236.jpg,6,Acura ZDX Hatchback 2012,19,138,571,424,frequent visitor
00237.jpg,64,Chevrolet Avalanche Crew Cab 2012,11,10,396,265,first-time visitor
00238.jpg,25,BMW ActiveHybrid 5 Sedan 2012,163,91,527,346,resident
00239.jpg,15,Audi V8 Sedan 1994,4,19,255,172,resident
00240.jpg,137,Hyundai Sonata Sedan 2012,45,60,251,171,resident
00241.jpg,169,Nissan Juke Hatchback 2012,32,59,1011,709,frequent visitor
00242.jpg,101,Ferrari California Convertible 2012,10,53,273,167,visitor
00243.jpg,167,Nissan Leaf Hatchback 2012,270,228,727,416,frequent visitor
00244.jpg,6,Acura ZDX Hatchback 2012,21,93,479,331,frequent visitor
00245.jpg,60,Chevrolet Impala Sedan 2007,22,59,536,238,resident
00246.jpg,166,Mitsubishi Lancer Sedan 2012,1,317,1280,945,resident
00247.jpg,136,Hyundai Genesis Sedan 2012,47,125,850,468,resident
00248.jpg,176,Rolls-Royce Phantom Sedan 2012,52,167,508,387,resident
00249.jpg,152,Lamborghini Diablo Coupe 2001,6,155,631,450,resident
00250.jpg,189,Volkswagen Golf Hatchback 2012,11,35,246,186,frequent visitor
00251.jpg,166,Mitsubishi Lancer Sedan 2012,576,466,2994,1953,resident
00252.jpg,104,Fisker Karma Sedan 2012,37,50,253,158,resident
00253.jpg,49,Buick Enclave SUV 2012,51,105,579,335,delivery
00254.jpg,130,Hyundai Santa Fe SUV 2012,21,11,296,141,delivery
00255.jpg,5,Acura Integra Type R 2001,29,78,734,396,other
00256.jpg,20,Audi S5 Convertible 2012,85,215,776,511,visitor
00257.jpg,30,BMW 6 Series Convertible 2007,23,146,617,329,visitor
00258.jpg,50,Cadillac CTS-V Sedan 2012,34,86,227,166,resident
00259.jpg,186,Toyota Camry Sedan 2012,75,254,2514,1929,resident
00260.jpg,133,Hyundai Sonata Hybrid Sedan 2012,28,164,698,417,resident
00261.jpg,15,Audi V8 Sedan 1994,32,79,378,221,resident
00262.jpg,102,Ferrari 458 Italia Convertible 2012,158,132,501,293,visitor
00263.jpg,39,Bentley Arnage Sedan 2009,177,299,730,673,resident
00264.jpg,68,Chevrolet Silverado 2500HD Regular Cab 2012,42,72,472,299,first-time visitor
00265.jpg,54,Chevrolet Corvette Convertible 2012,15,74,387,195,visitor
00266.jpg,16,Audi 100 Sedan 1994,22,300,786,552,resident
00267.jpg,45,Bugatti Veyron 16.4 Coupe 2009,25,133,620,374,resident
00268.jpg,73,Chevrolet Silverado 1500 Extended Cab 2012,49,53,596,398,first-time visitor
00269.jpg,184,Tesla Model S Sedan 2012,29,192,605,391,resident
00270.jpg,121,GMC Canyon Extended Cab 2012,15,70,357,186,first-time visitor
00271.jpg,173,Ram C/V Cargo Van Minivan 2012,11,23,141,80,delivery
00272.jpg,99,FIAT 500 Convertible 2012,8,1,590,327,visitor
00273.jpg,68,Chevrolet Silverado 2500HD Regular Cab 2012,37,65,458,321,first-time visitor
00274.jpg,19,Audi S6 Sedan 2011,31,69,435,310,resident
00275.jpg,129,Hyundai Veloster Hatchback 2012,165,183,495,358,frequent visitor
00276.jpg,131,Hyundai Tucson SUV 2012,75,93,529,360,delivery
00277.jpg,172,Porsche Panamera Sedan 2012,72,193,926,613,resident
00278.jpg,155,Lincoln Town Car Sedan 2011,1,38,251,135,resident
00279.jpg,46,Buick Regal GS 2012,16,31,553,297,other
00280.jpg,106,Ford Mustang Convertible 2007,3,33,261,176,visitor
00281.jpg,150,Lamborghini Aventador Coupe 2012,214,240,387,342,resident
00282.jpg,60,Chevrolet Impala Sedan 2007,20,97,460,356,resident
00283.jpg,104,Fisker Karma Sedan 2012,112,190,664,342,resident
00284.jpg,93,Dodge Durango SUV 2012,49,101,942,619,delivery
00285.jpg,193,Volvo 240 Sedan 1993,7,20,634,298,resident
00286.jpg,194,Volvo XC90 SUV 2007,116,143,769,713,delivery
00287.jpg,90,Dodge Dakota Club Cab 2007,56,299,1266,721,first-time visitor
00288.jpg,188,Toyota 4Runner SUV 2012,60,46,258,138,delivery
00289.jpg,14,Audi R8 Coupe 2012,205,197,741,425,resident
00290.jpg,139,Hyundai Azera Sedan 2012,68,30,620,506,resident
00291.jpg,141,Infiniti QX56 SUV 2011,27,147,573,471,delivery
00292.jpg,9,Aston Martin Virage Convertible 2012,133,73,806,251,visitor
00293.jpg,103,Ferrari 458 Italia Coupe 2012,24,27,936,380,resident
00294.jpg,47,Buick Rainier SUV 2007,11,141,629,386,delivery
00295.jpg,49,Buick Enclave SUV 2012,150,114,524,433,delivery
00296.jpg,119,GMC Yukon Hybrid SUV 2012,18,115,618,456,delivery
00297.jpg,86,Dodge Ram Pickup 3500 Quad Cab 2009,56,157,639,455,first-time visitor
00298.jpg,176,Rolls-Royce Phantom Sedan 2012,49,67,362,245,resident
00299.jpg,146,Jeep Liberty SUV 2012,24,66,982,711,delivery
00300.jpg,168,Nissan NV Passenger Van 2012,41,103,994,692,other
00301.jpg,120,GMC Acadia SUV 2012,52,36,247,189,delivery
00302.jpg,18,Audi TT Hatchback 2011,1,37,296,171,frequent visitor
00303.jpg,30,BMW 6 Series Convertible 2007,6,47,297,193,visitor
00304.jpg,155,Lincoln Town Car Sedan 2011,14,29,235,168,resident
00305.jpg,142,Isuzu Ascender SUV 2008,37,21,169,122,delivery
00306.jpg,82,Dodge Caliber Wagon 2012,37,125,582,456,frequent visitor
00307.jpg,57,Chevrolet Traverse SUV 2012,171,63,1187,894,delivery
00308.jpg,5,Acura Integra Type R 2001,16,136,775,418,other
00309.jpg,126,Honda Odyssey Minivan 2007,50,122,589,338,delivery
00310.jpg,130,Hyundai Santa Fe SUV 2012,36,43,407,319,delivery
00311.jpg,14,Audi R8 Coupe 2012,1,69,280,228,resident
00312.jpg,72,Chevrolet Malibu Sedan 2007,53,79,627,464,resident
00313.jpg,23,Audi S4 Sedan 2007,13,44,477,289,resident
00314.jpg,86,Dodge Ram Pickup 3500 Quad Cab 2009,33,71,615,435,first-time visitor
00315.jpg,169,Nissan Juke Hatchback 2012,555,278,1543,1207,frequent visitor
00316.jpg,122,Geo Metro Convertible 1993,10,29,276,164,visitor
00317.jpg,157,Maybach Landaulet Convertible 2012,2,48,300,202,visitor
00318.jpg,10,Aston Martin Virage Coupe 2012,73,159,445,376,resident
00319.jpg,46,Buick Regal GS 2012,38,8,564,402,other
00320.jpg,6,Acura ZDX Hatchback 2012,42,17,440,282,frequent visitor
00321.jpg,93,Dodge Durango SUV 2012,42,63,593,397,delivery
00322.jpg,74,Chevrolet Silverado 1500 Regular Cab 2012,9,304,1009,677,first-time visitor
00323.jpg,181,Suzuki Kizashi Sedan 2012,161,263,632,415,resident
00324.jpg,185,Toyota Sequoia SUV 2012,15,26,199,123,delivery
00325.jpg,127,Honda Accord Coupe 2012,12,21,285,142,resident
00326.jpg,192,Volvo C30 Hatchback 2012,29,28,432,249,frequent visitor
00327.jpg,179,Spyker C8 Coupe 2009,2,6,546,298,resident
00328.jpg,61,Chevrolet Tahoe Hybrid SUV 2012,41,49,244,176,delivery
00329.jpg,113,Ford F-150 Regular Cab 2007,10,105,660,475,first-time visitor
00330.jpg,165,Mercedes-Benz Sprinter Van 2012,168,92,333,305,other
00331.jpg,180,Suzuki Aerio Sedan 2007,26,81,596,391,resident
00332.jpg,100,Ferrari FF Coupe 2012,76,247,396,396,resident
00333.jpg,102,Ferrari 458 Italia Convertible 2012,30,110,472,316,visitor
00334.jpg,21,Audi S5 Coupe 2012,179,300,1403,894,resident
00335.jpg,124,HUMMER H2 SUT Crew Cab 2009,23,31,236,176,first-time visitor
00336.jpg,111,Ford GT Coupe 2006,309,598,1767,995,resident
00337.jpg,37,BMW Z4 Convertible 2012,45,55,530,308,visitor
00338.jpg,105,Ford F-450 Super Duty Crew Cab 2012,14,129,441,360,first-time visitor
00339.jpg,55,Chevrolet Corvette ZR1 2012,39,5,234,174,other
00340.jpg,8,Aston Martin V8 Vantage Coupe 2012,139,152,488,305,resident
00341.jpg,66,Chevrolet Malibu Hybrid Sedan 2010,62,116,974,610,resident
00342.jpg,168,Nissan NV Passenger Van 2012,152,195,502,436,other
00343.jpg,146,Jeep Liberty SUV 2012,63,36,760,504,delivery
00344.jpg,144,Jeep Patriot SUV 2012,36,59,770,397,delivery
00345.jpg,112,Ford F-150 Regular Cab 2012,26,13,234,194,first-time visitor
00346.jpg,62,Chevrolet Sonic Sedan 2012,112,21,2859,1928,resident
00347.jpg,144,Jeep Patriot SUV 2012,100,190,907,691,delivery
00348.jpg,54,Chevrolet Corvette Convertible 2012,14,59,522,266,visitor
00349.jpg,88,Dodge Journey SUV 2012,42,82,956,685,delivery
00350.jpg,85,Dodge Ram Pickup 3500 Crew Cab 2010,17,52,247,158,first-time visitor
00351.jpg,41,Bentley Continental GT Coupe 2012,13,108,454,305,resident
00352.jpg,142,Isuzu Ascender SUV 2008,107,40,433,240,delivery
00353.jpg,116,Ford Fiesta Sedan 2012,3,60,499,289,resident
00354.jpg,56,Chevrolet Corvette Ron Fellows Edition Z06 2007,44,212,984,596,other
00355.jpg,169,Nissan Juke Hatchback 2012,28,93,1011,675,frequent visitor
00356.jpg,114,Ford Focus Sedan 2007,187,313,1381,1087,resident
00357.jpg,38,Bentley Continental Supersports Conv. Convertible 2012,31,47,415,255,visitor
00358.jpg,28,BMW 3 Series Sedan 2012,53,116,562,353,resident
00359.jpg,57,Chevrolet Traverse SUV 2012,27,71,630,422,delivery
00360.jpg,69,Chevrolet Silverado 1500 Classic Extended Cab 2007,12,23,245,176,first-time visitor
00361.jpg,118,GMC Savana Van 2012,17,64,941,620,other
00362.jpg,49,Buick Enclave SUV 2012,108,121,539,357,delivery
00363.jpg,127,Honda Accord Coupe 2012,14,60,402,300,resident
00364.jpg,52,Cadillac Escalade EXT Crew Cab 2007,15,47,286,184,first-time visitor
